Plant#,Plant_ID,Site,Elevation,Anthers,Style,Sex,Certainty,Notes,Image_File,Flower#
,Sn,PH3,11483,,,H?,,,,
,Sn,PH3,11483,,,F,,,,
,Mn,PH3,11483,,,H,,,,
,Ph,PH3,11483,,,,,,,
,Sn,PH3,11483,,,F,,,,
,Sn,PH3,11483,,,F,,,,
,Sn,PH3,11483,,,F,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Sn,PH3,11483,,,,,,,
,Sn,PH3,11483,,,F?,,,,
,Ph,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,F,,,,
,Sn,PH3,11483,,,H?,,,,
,Sn,PH3,11483,,,,,,,
,Sn,PH3,11483,,,,,,,
,Mn,PH3,11483,,,F,,,,
,Mn,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Mn,PH3,11483,,,,,,,
,Mn,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,F?,,,,
,Ph,PH3,11483,,,,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,F,,,,
,Mn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,H?,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,,,,,
,Sn,PH3,11483,,,,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,F,,,,
,Sn,PH3,11483,,,H?,,,,
,Sn,PH3,11483,,,F,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,H?,,,,
,Ph,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,F,,,,
,Ph,PH3,11483,,,,,,,
,Sn,PH3,11483,,,H,,,,
,Ph,PH3,11483,,,,,,,
,Sn,PH3,11483,,,,,,,
,Sn,PH3,11483,,,F?,,,,
,Sn,PH3,11483,,,F,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,H,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Ph,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,,,,,
,Mn,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Sn,PH3,11483,,,F,,,,
,Mn,PH3,11483,,,F,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Ph,PH3,11483,,,,,,,
,Mn,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,F,,,,
,Mn,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,F,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H?,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Sn,PH3,11483,,,,,,,
,Sn,PH3,11483,,,,,,,
,Sn,PH3,11483,,,F,,,,
,Ph,PH3,11483,,,,,,,
,Sn,PH3,11483,,,"H,F",,,,
,Sn,PH3,11483,,,,,,,
,Sn,PH3,11483,,,F,,,,
,Sn,PH3,11483,,,F,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,"H,F",,,,
,Sn,PH3,11483,,,,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,"H,F",,,,
,Sn,PH3,11483,,,,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,,,,,
,Sn,PH3,11483,,,H,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Sn,PH3,11483,,,F,,,,
,Sn,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,H,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Sn,PH3,11483,,,F,,,,
,Ph,PH3,11483,,,,,,,
,Sn,PH3,11483,,,,,,,
,Sn,PH3,11483,,,F,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,"H,F",,,,
,Sn,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Sn,PH3,11483,,,,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,,,,,
,Sn,PH3,11483,,,F,,,,
,Sn,PH3,11483,,,,,,,
,Sn,PH3,11483,,,,,,,
,Sn,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,H?,,,,
,Ph,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Sn,PH3,11483,,,F,,,,
,Sn,PH3,11483,,,,,,,
,Sn,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Ph,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Ph,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,H,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Mn,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Ph,PH3,11483,,,,,,,
,Mn,PH3,11483,,,H,,,,
,Mn,PH3,11483,,,,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,F,,,,
,Sn,PH4,11457,,,H?,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,F,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,F,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,F,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,F,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,F,,,,
,Mn,PH4,11457,,,F,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,F,,,,
,Mn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,F,,,,
,Sn,PH4,11457,,,F,,,,
,Sn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,F,,,,
,Sn,PH4,11457,,,F,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,F,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,F,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,F,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H?,,,,
,Sn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,H?,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,F,,,,
,Mn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,F,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,F,,,,
,Mn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,F,,,,
,Sn,PH4,11457,,,F,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,F,,,,
,Mn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,F,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,F,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,F,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,F,,,,
,Sn,PH4,11457,,,F,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,F,,,,
,Mn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H?,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,F,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,F,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,F?,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,,,,,
,Mn,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,H,,,,
,Mn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,H,,,,
,Sn,PH4,11457,,,H,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Sn,PH4,11457,,,,,,,
,Sn,PH4,11457,,,F,,,,
,Mn,PH4,11457,,,F,,,,
,Mn,PH4,11457,,,F,,,,
,Ph,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,F,,,,
,Mn,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
,Mn,PH4,11457,,,,,,,
,Ph,PH4,11457,,,,,,,
